title,authors,categories,thumbnail,average_rating
Psycho Shop,Alfred Bester & Roger Zelazny,Fiction,http://books.google.com/books/content?id=X9OCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.6
The Visible Hand,Alfred D. Chandler Jr.,Business & Economics,http://books.google.com/books/content?id=hUkqx76sF6oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.99
Alfred Hitchcock,Alfred Hitchcock,Fiction,http://books.google.com/books/content?id=lJ_SwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Limbo,Alfred Lubrano,Social Science,http://books.google.com/books/content?id=rGvDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.11
Carly's Sound,Ali Vali,Fiction,http://books.google.com/books/content?id=vAvDwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21
The Bears on Hemlock Mountain,Alice Dalgliesh,Juvenile Fiction,http://books.google.com/books/content?id=2gt4hQwGJOcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.78
The Fourth of July Story,Alice Dalgliesh,Juvenile Nonfiction,http://books.google.com/books/content?id=_gaVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Turtle Moon,Alice Hoffman,Mothers and sons,http://books.google.com/books/content?id=XlRAI5VA_yUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
The Probable Future,Alice Hoffman,Fiction,http://books.google.com/books/content?id=XqaQeq_q-Y4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83
Here on Earth,Alice Hoffman,Fiction,http://books.google.com/books/content?id=zYOOKZp80U8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
Practical Magic,Alice Hoffman,Fiction,http://books.google.com/books/content?id=7hHCkMIDABsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
The Collaborator,Alice Kaplan,History,http://books.google.com/books/content?id=wyNhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84
Drama Of The Gifted,Alice Miller,Psychology,http://books.google.com/books/content?id=bWHZ4krDO1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
The Beggar Maid,Alice Munro,Fiction,http://books.google.com/books/content?id=fUZWJkUtCccC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
Who do you think you are?,Alice Munro,Canada,http://books.google.com/books/content?id=gUMnJA-vRg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
The View from Castle Rock,Alice Munro,Families,http://books.google.com/books/content?id=KzIRqhYjuo4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
The Lovely Bones,Alice Sebold,Fiction,http://books.google.com/books/content?id=o-QfngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
The Color Purple,Alice Walker,Fiction,http://books.google.com/books/content?id=kCIGPi0G49cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Dante's Vita Nuova,Alighieri Dante;Dante Alighieri,Literary Criticism,http://books.google.com/books/content?id=SWf4r6lObPMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.87
Fun Home,Alison Bechdel,Biography & Autobiography,http://books.google.com/books/content?id=muxkYCmy7-wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.09
The Children of Henry VIII,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=rKiCmOGUcbgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04
Henry VIII,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=eh7Ylw4rPAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
The Six Wives of Henry VIII,Alison Weir,Biography & Autobiography,http://books.google.com/books/content?id=9zYYi1v8tnIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
A Savage War of Peace,Alistair Horne,History,http://books.google.com/books/content?id=wuoDDB4Rbz8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
Arthur and the Lost Kingdoms,Alistair Moffat,Great Britain,http://books.google.com/books/content?id=g28qHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73
In the Beginning,Alister E. McGrath,Religion,http://books.google.com/books/content?id=WEmMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
Christian Theology,Alister E. McGrath,Religion,http://books.google.com/books/content?id=tHlY94UWi3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04
Wittgenstein's Vienna,Allan Janik;Stephen Toulmin,History,http://books.google.com/books/content?id=qJQIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
Intuition,Allegra Goodman,Fiction,http://books.google.com/books/content?id=RA_kiayGCswC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.33
The Easy Way to Stop Smoking,Allen Carr,Self-Help,http://books.google.com/books/content?id=cN_xAuodABgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29
Kaddish and Other Poems: 1958-1960,Allen Ginsberg,Poetry,http://books.google.com/books/content?id=IczYnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Howl,Allen Ginsberg;Barry Miles,Poetry,http://books.google.com/books/content?id=t-wfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
The Metamorphoses of Ovid,Allen Mandelbaum,Literary Criticism,http://books.google.com/books/content?id=HK9gjD0wvaoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
I Love Saturdays y domingos,Alma Flor Ada,Juvenile Fiction,http://books.google.com/books/content?id=7NgEbt2Ds5kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,Juvenile Fiction,http://books.google.com/books/content?id=HntuDZ95FnwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.88
Scary stories 3,Alvin Schwartz,Folklore,http://books.google.com/books/content?id=tQNDoaGr8OkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21
How to Be Lost,Amanda Eyre Ward,Fiction,http://books.google.com/books/content?id=7a14rP6JjnkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54
Identity and Violence: The Illusion of Destiny (Issues of Our Time),Amartya Sen,Philosophy,http://books.google.com/books/content?id=zSqBAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.85
Demon in My View,Amelia Atwater-Rhodes,Juvenile Fiction,http://books.google.com/books/content?id=4_sAFS4H5FcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04
Shattered Mirror,Amelia Atwater-Rhodes,Juvenile Fiction,http://books.google.com/books/content?id=4CutP5ssIeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Midnight Predator,Amelia Atwater-Rhodes,Juvenile Fiction,http://books.google.com/books/content?id=sK1mbqRciEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
The Best of America's Test Kitchen 2007,America's Test Kitchen,Cooking,http://books.google.com/books/content?id=tQ97AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.34
Pendulum,Amir D. Aczel,Biography & Autobiography,http://books.google.com/books/content?id=GKhhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
The Hungry Tide,Amitav Ghosh,Fiction,http://books.google.com/books/content?id=LN16i5rklB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.94
The Secret Garden Cookbook,Amy Cotler,Juvenile Nonfiction,http://books.google.com/books/content?id=c7E_HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
Side Effects,Amy Goldman Koss,Juvenile Fiction,http://books.google.com/books/content?id=iqXgZE0yfDgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Reasons to Live,Amy Hempel,Fiction,http://books.google.com/books/content?id=WpSSQNyiHDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
I Like You,Amy Sedaris,Cooking,http://books.google.com/books/content?id=n_nAlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Sex and the City,Amy Sohn;Sarah Jessica Parker,Fiction,http://books.google.com/books/content?id=XusFlQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
The Bonesetter's Daughter,Amy Tan,China,http://books.google.com/books/content?id=4KHT6mIMDt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98
The Joy Luck Club,Amy Tan,Fiction,http://books.google.com/books/content?id=2mgnEzzaJrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.91
The Kitchen God's Wife,Amy Tan,Fiction,http://books.google.com/books/content?id=n0CzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
The Bonesetter's Daughter,Amy Tan,Fiction,http://books.google.com/books/content?id=TQW3ngISY98C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98
Saving Fish from Drowning,Amy Tan,Fiction,http://books.google.com/books/content?id=jZbHwEPpwFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.43
"Sagwa, The Chinese Siamese Cat",Amy Tan,Juvenile Fiction,http://books.google.com/books/content?id=HBe-WlRiTZwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
A Spy In The House Of Love,Anais Nin,Fiction,http://books.google.com/books/content?id=m5h3-edKIpcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
EntreMundos/AmongWorlds,AnaLouise Keating,Literary Collections,http://books.google.com/books/content?id=XYXgPjlnYqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.47
The Complete Fairy Tales and Stories,"Andersen, H. C. (Hans Christian)",Fiction,http://books.google.com/books/content?id=S_ZvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
Selected Stories,Andre Dubus,Fiction,http://books.google.com/books/content?id=zMEerqX1z7wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
Broken Vessels,Andre Dubus,Fiction,http://books.google.com/books/content?id=7G4r5T_rINoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.32
Jesus Freaks,Andre Duza,Fiction,http://books.google.com/books/content?id=0sChAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
Voice of the Violin,Andrea Camilleri,Fiction,http://books.google.com/books/content?id=nxccjsFKi0YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Excursion to Tindari,Andrea Camilleri,Fiction,http://books.google.com/books/content?id=l5AxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Rounding the Mark,Andrea Camilleri,Fiction,http://books.google.com/books/content?id=1LXaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
Small Island,Andrea Levy,Fiction,http://books.google.com/books/content?id=tahylzEQ78AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
Never Far from Nowhere,Andrea Levy,Blacks,http://books.google.com/books/content?id=pFKsQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
Genres in Dialogue,Andrea Wilson Nightingale,Literary Collections,http://books.google.com/books/content?id=n3MeQikAp00C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.33
Thus Spake the Corpse,Andrei Codrescu;Laura Rosenthal,Poetry,http://books.google.com/books/content?id=ahrE0Prmge0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83
Suburban Nation,Andres Duany;Elizabeth Plater-Zyberk;Jeff Speck,Architecture,http://books.google.com/books/content?id=UZ0-0X4aiwQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
Amsterdam,Andrew Bender,Travel,http://books.google.com/books/content?id=_iiWTKQTt7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie,Biography & Autobiography,http://books.google.com/books/content?id=xkblhKZ7tg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Cat's Cradle,Andrew Cartmel,Fiction,http://books.google.com/books/content?id=qsf4MAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.52
Melville,Andrew Delbanco,Biography & Autobiography,http://books.google.com/books/content?id=tGsCgkhkq2QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Feeding the Future,Andrew Heintzman;Evan Solomon,Social Science,http://books.google.com/books/content?id=sJsI8-wxDf0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.5
Conan: Sword of Skelos,Andrew Offutt,Fiction,http://books.google.com/books/content?id=sIZ21Ll6-9AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94
City on the Seine,Andrew P. Trout,Paris (France),http://books.google.com/books/content?id=atCRPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
The Noonday Demon,Andrew Solomon,Psychology,http://books.google.com/books/content?id=ZgbbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
"Natural Health, Natural Medicine",Andrew Weil,Health & Fitness,http://books.google.com/books/content?id=qliYOteXA30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.12
Catfish and Mandala,Andrew X. Pham,Biography & Autobiography,http://books.google.com/books/content?id=GMqwBI6Bx7AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
The Church in Emerging Culture,Andy Crouch,Religion,http://books.google.com/books/content?id=yo8USz2i7RIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.35
Just Disgusting!,Andy Griffiths,Australian fiction,http://books.google.com/books/content?id=cUeXrwgToScC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
Bravo Two Zero,Andy McNab,"Persian Gulf War, 1991",http://books.google.com/books/content?id=qZzcEpGLeC4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
The Philosophy of Andy Warhol,Andy Warhol,Art,http://books.google.com/books/content?id=Rkh473_wb9cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73
Jane's Warlord,Angela Knight,Fiction,http://books.google.com/books/content?id=cF_DKUqzMtgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Master of the Night,Angela Knight,Fiction,http://books.google.com/books/content?id=5btUGgdAf-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88
Master of the Moon,Angela Knight,Fiction,http://books.google.com/books/content?id=ByzM683ANPIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13
Master of Swords,Angela Knight,Fiction,http://books.google.com/books/content?id=CMw6BYhoKwAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2
Master of Dragons,Angela Knight,Fiction,http://books.google.com/books/content?id=CHpfhQd0FnwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
Captive Dreams,Angela Knight;Diane Whiteside,Fiction,http://books.google.com/books/content?id=OfalgZ26vJUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
Over the Moon,Angela Knight;MaryJanice Davidson;Virginia Kantra;Sunny,Fiction,http://books.google.com/books/content?id=DspEXFnOn1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
Hard Candy,Angela Knight;Sheri Gilmore;Morgan Hawke,Fiction,http://books.google.com/books/content?id=vMVlAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Baumgartner's Bombay,Anita Desai,Fiction,http://books.google.com/books/content?id=x3xoZHiciKoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.47
Clear Light of Day,Anita Desai,Fiction,http://books.google.com/books/content?id=HBKAELY0tV4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.68
"Cry, the Peacock",Anita Desai,Fiction,http://books.google.com/books/content?id=_QKwVYqp7ugC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.22
The Red Tent,Anita Diamant,Fiction,http://books.google.com/books/content?id=Saqfl3hXqfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
"New Jewish Wedding, Revised",Anita Diamant,Reference,http://books.google.com/books/content?id=cTD6AAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
How to Be a Jewish Parent,Anita Diamant;Karen Kushner,Family & Relationships,http://books.google.com/books/content?id=esGb1piokh0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
The Gonzo Way,Anita Thompson,Biography & Autobiography,http://books.google.com/books/content?id=8MvUl2GH0KcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.95
Who Was Anne Frank?,Ann Abramson,Juvenile Nonfiction,http://books.google.com/books/content?id=Bz37nhfyjygC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26
Freedom Riders,Ann Bausum,Juvenile Nonfiction,http://books.google.com/books/content?id=JIlhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Chilly Scenes of Winter,Ann Beattie,Fiction,http://books.google.com/books/content?id=eGjw1o1IQ5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
Forever in Blue,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=nLoceIYxrA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
The Second Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=I7FXN7AMRTAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
Girls in Pants,Ann Brashares,Juvenile Fiction,http://books.google.com/books/content?id=-IyTvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Anita Diamant's The Red Tent,Ann Finding,Literary Criticism,http://books.google.com/books/content?id=pSGfoDNjvzEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.13
Godless,Ann H. Coulter,Political Science,http://books.google.com/books/content?id=wP_dwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31
Laughter and Tears,Ann Hewetson,Psychology,http://books.google.com/books/content?id=0uYPBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4
The truth about Stacey,Ann M. Martin,Babysitters Club (Imaginary organization),http://books.google.com/books/content?id=OK_Esqf06akC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85
Babysitters Club,Ann M. Martin,Juvenile Fiction,http://books.google.com/books/content?id=z3cBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85
Mary Anne and the Little Princess,Ann M. Martin,Juvenile Fiction,http://books.google.com/books/content?id=Wl30GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58
"Good-bye Stacey, Good-bye",Ann M. Martin,English language,http://books.google.com/books/content?id=BKx1KAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65
Kristy's Great Idea,Ann M. Martin;Raina Telgemeier,Juvenile Fiction,http://books.google.com/books/content?id=UedePwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
The Accidental Bodyguard,Ann Major,Fiction,http://books.google.com/books/content?id=mdej6S9CelUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.32
Star Wars,Ann Margaret Lewis;Helen Keier,Fiction,http://books.google.com/books/content?id=InPJDovJ9CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
The Other Woman,Ann O'Leary,Fiction,http://books.google.com/books/content?id=6JsFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64
The Dive from Clausen's Pier,Ann Packer,Fiction,http://books.google.com/books/content?id=x_RlwZo8LMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.42
The Patron Saint of Liars,Ann Patchett,Catholic women,http://books.google.com/books/content?id=b2xpEpQGmAoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
The Magician's Assistant,Ann Patchett,Fantasy fiction,http://books.google.com/books/content?id=-yU3AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65
